id,amount,date,country,client_fio,account_number,status,transaction_status
60224,25256.50,2024-11-13 15:20:47,Бенин,Котов Кондрат Ерофеевич,407023795449503350,Низкий риск,средний риск
60225,119653.81,2025-05-06 14:25:13,Эквадор,Лаврентьева Митофан Владимировна,407021197300443094,Низкий риск,высокий риск
60226,258183.86,2025-05-31 07:15:11,Словения,Князева Иосиф Альбертовна,407029955085444245,Низкий риск,высокий риск
60227,240540.58,2024-06-25 04:33:14,Гаити,Лаврентьева Митофан Владимировна,407021197300443094,Серый список FATF (риск),высокий риск
60228,164023.72,2025-05-24 02:50:39,Гватемала,Ширяева Капитон Кузьминична,407020338023134503,Низкий риск,высокий риск
60229,80811.77,2024-06-20 16:49:45,Казахстан,Данилов Харитон Анисимович,407021911450758375,СНГ (не подозрительная),высокий риск
60230,94217.91,2024-10-15 02:43:53,Хорватия,Дмитриев Ермолай Федоровна,407028773741004260,Низкий риск,высокий риск
60231,35327.68,2025-04-13 19:45:41,Никарагуа,Мельникова Иларион Владленович,407023390744506589,Санкционная (высокий риск),высокий риск
60232,283642.16,2025-05-17 00:14:44,Бенин,Ефремов Татьяна Гавриилович,407027382855792179,Низкий риск,высокий риск
60233,8188.91,2024-06-09 10:54:50,Руанда,Савина Флорентин Адрианович,407023424408906955,Низкий риск,низкий риск
60234,241733.33,2024-08-15 22:03:02,Лаос,Сергеев Эрнест Константиновна,407020925983196428,Низкий риск,высокий риск
60235,261694.68,2025-04-05 12:13:18,Армения,Лазарева Севастьян Арсенович,407029505838984306,СНГ (не подозрительная),высокий риск
60236,180468.84,2024-11-02 03:55:12,Япония,Кононов Мечислав Тарасовна,407020933108062598,Низкий риск,высокий риск
60237,276248.35,2024-12-06 00:42:10,Исландия,Дьячкова Тимофей Тарасовна,407029658795477744,Низкий риск,высокий риск
60238,224710.49,2025-01-04 14:17:34,Никарагуа,Мишин Кир Витальевич,407022433722473948,Санкционная (высокий риск),высокий риск
60239,163014.29,2024-10-12 07:26:54,Беларусь,Комиссаров Роман Артемовна,407024198289642178,СНГ (не подозрительная),высокий риск
60240,249362.76,2024-12-03 23:45:52,Йемен,Турова Леон Александрович,407026579325266148,Серый список FATF (риск),высокий риск
60241,89401.78,2025-04-24 00:59:39,Исландия,Григорьев Сидор Валерьянович,407021422101636308,Низкий риск,высокий риск
60242,278455.60,2024-07-31 04:52:00,Дания,Абрамов Клавдия Григорьевич,407029651532310884,Низкий риск,высокий риск
60243,142234.65,2024-09-26 18:36:31,Уругвай,Попов Глеб Валентиновна,407023333752568116,Низкий риск,высокий риск
60244,252885.16,2025-06-01 19:59:56,Узбекистан,Потапова Захар Львовна,407029928036946620,СНГ (не подозрительная),высокий риск
60245,172233.49,2024-08-23 17:18:36,Куба,Дорофеева Евгения Даниловна,407022943802337773,Санкционная (высокий риск),высокий риск
60246,54195.57,2024-12-25 03:55:10,Тунис,Мамонтов Казимир Димитриевич,407022463806952389,Низкий риск,высокий риск
60247,96913.90,2024-06-28 01:18:57,Афганистан,Ефремов Татьяна Гавриилович,407027382855792179,Санкционная (высокий риск),высокий риск
60248,121092.21,2024-12-03 22:06:34,Гондурас,Савина Флорентин Адрианович,407023424408906955,Низкий риск,высокий риск
60249,36087.23,2024-08-18 07:39:49,Монако,Яковлева Евфросиния Аверьянович,407022165925789005,Офшор (риск),высокий риск
60250,205843.04,2024-09-18 22:43:16,Беларусь,Лыткин Елисей Александровна,407029663363923667,СНГ (не подозрительная),высокий риск
60251,109958.90,2025-04-20 03:51:09,Замбия,Лихачева Адриан Евгеньевна,407023221026097082,Низкий риск,высокий риск
60252,38123.76,2024-12-07 00:49:13,Швейцария,Лаврентьева Митофан Владимировна,407021197300443094,Офшор (риск),высокий риск
60253,89695.83,2024-11-06 10:32:15,Гана,Дьячкова Тимофей Тарасовна,407029658795477744,Серый список FATF (риск),высокий риск
60254,271412.70,2025-04-28 01:14:10,Мексика,Котов Кондрат Ерофеевич,407023795449503350,Низкий риск,высокий риск
60255,205269.77,2024-09-21 19:06:45,Словения,Власов Прокофий Демьянович,407020440552063870,Низкий риск,высокий риск
60256,20300.12,2025-05-31 15:29:19,Словакия,Рогова Феофан Фролович,407021538735222408,Низкий риск,средний риск
60257,181896.59,2025-05-25 19:37:51,Малайзия,Кононов Гордей Еремеевич,407029454576526663,Низкий риск,высокий риск
60258,132546.29,2024-06-04 01:10:14,Индонезия,Терентьева Эмилия Олеговна,407023642338578419,Низкий риск,высокий риск
60259,289184.47,2025-01-04 15:15:44,Бангладеш,Савина Флорентин Адрианович,407023424408906955,Низкий риск,высокий риск
60260,40554.77,2024-10-31 08:41:13,Тунис,Комиссаров Роман Артемовна,407024198289642178,Низкий риск,средний риск
