id,Amount,Date,Country,Client_FIO,Account_Number
271,280283.31 RUB,2024-12-15 06:39:51,Катар,Мельникова Иларион Владленович,407023390744506589
272,161833.94 RUB,2025-01-04 15:11:32,Бразилия,Прохорова Леонид Аскольдовна,407027117316682861
273,118562.33 RUB,2024-09-08 06:50:12,Бангладеш,Турова Леон Александрович,407026579325266148
274,182461.31 RUB,2025-04-13 14:01:22,Швеция,Макаров Авксентий Виленович,407027805350048022
275,116474.13 RUB,2024-12-11 07:15:10,Гамбия,Фомин Агап Ильич,407024988896595239
276,197960.7 RUB,2024-11-07 00:22:38,Латвия,Турова Вадим Данилович,407022490565821805
277,45175.58 RUB,2024-06-14 20:09:19,Гаити,Громова Порфирий Матвеевна,407028855134468059
278,276086.44 RUB,2025-03-13 23:30:42,Перу,Терентьева Эмилия Олеговна,407023642338578419
279,97421.23 RUB,2024-06-20 18:09:12,Гана,Пономарев Алевтина Тарасович,407027876927717238
280,214518.57 RUB,2024-09-20 08:33:31,Армения,Рогова Феофан Фролович,407021538735222408
281,85238.94 RUB,2024-09-16 20:44:04,Австралия,Морозов Дмитрий Иосифович,407020131473225662
282,106355.62 RUB,2025-03-04 14:22:58,Аргентина,Копылов Варфоломей Валентинович,407021751784656084
283,122360.78 RUB,2025-04-21 19:47:14,Словакия,Морозов Никандр Жоресович,407024412293052799
284,46371.2 RUB,2024-06-07 17:12:44,Новая Зеландия,Панфилов Вениамин Станиславовна,407023424917518868
285,38761.28 RUB,2025-05-26 16:46:04,Непал,Суворова Антип Венедиктович,407027258610623307
286,65978.49 RUB,2025-03-10 04:28:06,Китай,Гуляев Яков Евсеевич,407023990206477136
287,64098.4 RUB,2024-08-05 00:05:20,Исландия,Никитин Остап Эдуардовна,407025210832475327
288,246898.21 RUB,2025-03-07 08:33:48,Габон,Савельева Остромир Ермолаевич,407022851704819711
289,222029.89 RUB,2024-07-26 16:00:04,Афганистан,Журавлева Бажен Тимуровна,407021312206113808
290,212954.36 RUB,2025-03-27 07:16:48,Казахстан,Громова Порфирий Матвеевна,407028855134468059
291,189735.03 RUB,2024-08-26 22:55:41,ЮАР,Турова Леон Александрович,407026579325266148
292,22221.49 RUB,2025-02-09 05:33:06,Египет,Носов Владлен Юрьевна,407027024671771862
293,91940.06 RUB,2025-02-15 19:24:16,Судан,Калинина Феофан Еремеевич,407029784052617125
294,57315.9 RUB,2024-08-22 06:52:51,Аргентина,Кудрявцева Агата Степановна,407022693681622964
295,282202.97 RUB,2024-07-20 23:15:45,Руанда,Кудрявцева Агата Степановна,407022693681622964
296,62580.49 RUB,2024-09-03 07:08:01,Нигерия,Калашникова Лаврентий Фокич,407029022446497446
297,186778.48 RUB,2025-05-30 01:49:01,Польша,Мишин Кир Витальевич,407022433722473948
298,80986.27 RUB,2024-09-15 21:13:46,Мальта,Пономарев Алевтина Тарасович,407027876927717238
299,185781.96 RUB,2024-12-05 09:51:38,Ирак,Рогова Ипполит Богдановна,407024521165925159
300,227494.94 RUB,2025-02-13 22:40:12,Гана,Громова Порфирий Матвеевна,407028855134468059
301,77765.6 RUB,2025-05-18 04:24:10,Кения,Воронов Никодим Артемовна,407025481793962991
302,38866.6 RUB,2025-02-09 09:51:27,Киргизия,Комиссаров Роман Артемовна,407024198289642178
303,255325.8 RUB,2025-04-01 00:10:19,Беларусь,Хохлова Евфросиния Егорович,407022921912713131
304,156245.22 RUB,2024-09-27 03:17:55,Финляндия,Галкина Савва Ануфриевич,407026082438768926
305,249816.86 RUB,2025-02-28 19:52:19,Израиль,Лихачев Виктория Архиповна,407025480493393751
306,77541.1 RUB,2025-03-13 12:42:57,Киргизия,Галкин Лора Викторовна,407024645732982407
307,46955.17 RUB,2024-07-19 10:02:49,Ирландия,Ефремов Авксентий Ефстафьевич,407020969495136460
308,47082.15 RUB,2024-10-26 16:11:36,Румыния,Дорофеева Евгения Даниловна,407022943802337773
309,235959.93 RUB,2025-01-31 07:48:31,Сингапур,Никитин Остап Эдуардовна,407025210832475327
310,225396.3 RUB,2024-07-11 17:52:00,Сомали,Суворова Эрнест Гордеевич,407029127800641724
311,63795.4 RUB,2024-10-13 20:28:57,Португалия,Бирюкова Синклитикия Афанасьевна,407029114357208580
312,81416.45 RUB,2024-11-20 16:48:07,Гватемала,Гуляева Федот Виленович,407020848495211917
313,11792.52 RUB,2025-05-04 22:59:43,Бельгия,Щербаков Бажен Федоровна,407027071950740306
314,198672.8 RUB,2025-01-03 18:29:14,Катар,Власов Прокофий Демьянович,407020440552063870
315,95198.13 RUB,2024-11-21 06:46:45,Япония,Дорофеева Евгения Даниловна,407022943802337773
316,29497.56 RUB,2025-03-29 16:16:36,Индонезия,Журавлева Бажен Тимуровна,407021312206113808
317,204293.41 RUB,2024-12-15 17:57:25,Китай,Фомин Агап Ильич,407024988896595239
318,206192.16 RUB,2024-06-13 16:32:28,Румыния,Хохлова Евфросиния Егорович,407022921912713131
319,284248.66 RUB,2025-04-26 20:14:56,Дания,Князева Иосиф Альбертовна,407029955085444245
320,61486.17 RUB,2025-02-17 20:20:43,Люксембург,Молчанова Орест Афанасьевич,407027011438863131
321,259874.76 RUB,2025-04-13 20:21:00,ОАЭ,Копылов Варфоломей Валентинович,407021751784656084
322,9753.42 RUB,2025-05-01 13:45:04,Таджикистан,Лазарева Севастьян Арсенович,407029505838984306
323,150423.1 RUB,2025-02-07 01:36:17,Сомали,Морозов Дмитрий Иосифович,407020131473225662
324,154990.89 RUB,2025-05-05 01:20:43,Португалия,Абрамов Клавдия Григорьевич,407029651532310884
325,69016.34 RUB,2024-07-13 20:33:27,Саудовская Аравия,Савельева Остромир Ермолаевич,407022851704819711
326,71340.42 RUB,2024-10-02 02:01:48,Габон,Ефремов Авксентий Ефстафьевич,407020969495136460
327,226158.16 RUB,2024-12-05 03:06:40,Гвинея,Ширяева Капитон Кузьминична,407020338023134503
328,251839.07 RUB,2024-07-31 19:19:26,Бурунди,Дьячкова Тимофей Тарасовна,407029658795477744
329,200261.98 RUB,2024-11-16 16:33:09,Уругвай,Калашникова Лаврентий Фокич,407029022446497446
330,154590.03 RUB,2024-12-19 19:10:32,Египет,Кудрявцева Агата Степановна,407022693681622964
331,81091.14 RUB,2025-03-18 10:07:17,Канада,Рыбакова Галактион Еремеевич,407028928450777605
332,277572.38 RUB,2024-09-01 10:05:08,Индонезия,Филиппов Антонина Анатольевна,407022163828264858
333,137838.62 RUB,2024-06-13 06:47:05,Люксембург,Тарасова Ярополк Робертовна,407020768179032620
334,23143.07 RUB,2024-07-05 00:41:06,Сенегал,Галкин Лора Викторовна,407024645732982407
335,118281.8 RUB,2024-06-03 21:45:19,Германия,Тарасов Станимир Антонович,407024070881143104
336,188807.1 RUB,2025-02-17 16:45:18,Гана,Красильникова Афиноген Алексеевич,407022004262198905
337,77500.64 RUB,2025-03-11 14:27:59,Бангладеш,Попов Глеб Валентиновна,407023333752568116
338,30501.23 RUB,2024-06-21 04:07:29,Казахстан,Кононов Мечислав Тарасовна,407020933108062598
339,177145.52 RUB,2024-09-20 19:15:49,Индия,Молчанова Орест Афанасьевич,407027011438863131
340,43680.11 RUB,2025-04-08 15:39:10,Габон,Кононов Гордей Еремеевич,407029454576526663
341,17287.85 RUB,2025-02-17 07:54:44,Бельгия,Ефремов Татьяна Гавриилович,407027382855792179
342,25687.78 RUB,2025-01-11 22:12:50,Гвинея,Ефремов Авксентий Ефстафьевич,407020969495136460
343,206091.59 RUB,2025-03-31 09:19:29,Малайзия,Суханов Эраст Ефимовна,407026057625076240
344,215008.16 RUB,2025-01-15 17:01:45,Уругвай,Панфилов Вениамин Станиславовна,407023424917518868
345,266612.09 RUB,2025-02-16 00:55:44,Танзания,Кононов Гордей Еремеевич,407029454576526663
346,98556.02 RUB,2025-02-06 12:41:38,Монако,Князева Иосиф Альбертовна,407029955085444245
347,206442.49 RUB,2025-03-13 06:28:13,Ангола,Журавлев Таисия Анатольевна,407027032200835920
348,42109.42 RUB,2024-06-21 10:23:42,Оман,Ефремов Татьяна Гавриилович,407027382855792179
349,164594.0 RUB,2025-04-26 07:15:28,Перу,Субботин Лидия Федоровна,407020761873820098
350,168131.29 RUB,2025-03-26 14:33:09,Сенегал,Суворова Антип Венедиктович,407027258610623307
351,298747.81 RUB,2024-11-02 00:55:19,Канада,Семенов Боян Станиславовна,407024771193433353
352,32022.28 RUB,2025-05-11 00:26:37,Сомали,Исаева Амвросий Эльдаровна,407022642841529921
353,191190.16 RUB,2025-02-18 15:15:31,Чехия,Воробьева Модест Викторовна,407023234711946109
354,222667.9 RUB,2024-07-20 18:27:43,Германия,Рогова Ипполит Богдановна,407024521165925159
355,251766.16 RUB,2025-04-07 16:28:08,Словакия,Копылов Варфоломей Валентинович,407021751784656084
356,25372.56 RUB,2025-03-11 23:01:30,Маврикий,Сазонов Глафира Харитоновна,407028897435217629
357,69570.19 RUB,2025-04-06 04:05:43,Танзания,Михеев Григорий Тимуровна,407029104046089535
358,141831.87 RUB,2025-05-28 01:59:53,Никарагуа,Суханов Эраст Ефимовна,407026057625076240
359,72550.23 RUB,2024-12-13 01:08:24,Панама,Бирюкова Синклитикия Афанасьевна,407029114357208580
360,284549.66 RUB,2025-05-20 19:20:40,Джибути,Ширяева Капитон Кузьминична,407020338023134503
361,259968.97 RUB,2025-01-11 09:15:13,Кипр,Сергеев Эрнест Константиновна,407020925983196428
362,207436.4 RUB,2024-09-21 12:28:47,Новая Зеландия,Гришин Куприян Трофимович,407020929029803383
363,285826.8 RUB,2024-08-07 12:09:51,Южная Корея,Яковлева Евфросиния Аверьянович,407022165925789005
364,6333.66 RUB,2024-07-11 23:21:21,Мексика,Фролов Андрон Ярославович,407024762708899642
365,298551.8 RUB,2024-12-13 02:41:11,Чехия,Князева Иосиф Альбертовна,407029955085444245
